"long","lat","unique_squirrel_id","shift","date","age","primary_fur_color","activities","interaction","lat_long"
-73.9570437717691,40.7948509408039,"37E-PM-1006-03","PM",10062018,"Adult","Gray","running","runs away","POINT (-73.9570437717691 40.794850940803904)"
-73.9768311751004,40.7667178072558,"2E-AM-1010-03","AM",10102018,"Adult","Cinnamon","climbing","indifferent","POINT (-73.9768311751004 40.76671780725581)"
-73.9757249834141,40.7697032606755,"5D-PM-1018-05","PM",10182018,"Juvenile","Gray","climbing","runs away","POINT (-73.9757249834141 40.7697032606755)"
-73.9719735582476,40.7693045133578,"6G-PM-1020-02","PM",10202018,"Adult","Gray","running","indifferent","POINT (-73.9719735582476 40.7693045133578)"
-73.9770718586754,40.7729752391435,"7B-AM-1008-09","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9770718586754 40.7729752391435)"
-73.9596413903948,40.7903128889029,"32E-PM-1017-14","PM",10172018,"Adult","Gray","eating","runs away","POINT (-73.9596413903948 40.7903128889029)"
-73.9683613516225,40.7725908847499,"11H-AM-1010-03","AM",10102018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9683613516225 40.7725908847499)"
-73.9582694312289,40.7917367820255,"33F-AM-1008-02","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9582694312289 40.7917367820255)"
-73.9722500196844,40.7742879599026,"11D-AM-1010-03","AM",10102018,"Adult","Gray","climbing","indifferent","POINT (-73.9722500196844 40.7742879599026)"
-73.9695063535333,40.7823507678183,"20B-PM-1013-05","PM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9695063535333 40.7823507678183)"
-73.9532170504865,40.7919669739962,"36I-PM-1007-01","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9532170504865 40.7919669739962)"
-73.9706105896967,40.7698124821507,"7H-AM-1006-05","AM",10062018,"Adult","Gray","chasing","indifferent","POINT (-73.9706105896967 40.7698124821507)"
-73.9703781726172,40.7787526130321,"16C-PM-1018-03","PM",10182018,"Adult","Gray","running","indifferent","POINT (-73.9703781726172 40.7787526130321)"
-73.9703925210471,40.7765032004992,"14E-AM-1008-23","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9703925210471 40.7765032004992)"
-73.9638179439747,40.7924173263904,"32A-PM-1013-03","PM",10132018,"Juvenile","Gray","eating","indifferent","POINT (-73.9638179439747 40.7924173263904)"
-73.9671130680114,40.7784859700171,"17F-AM-1007-07","AM",10072018,"Adult","Gray","running","indifferent","POINT (-73.9671130680114 40.7784859700171)"
-73.9649866016038,40.7764929694457,"16I-AM-1008-01","AM",10082018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9649866016038 40.7764929694457)"
-73.958736593111,40.7908524370626,"32F-PM-1008-07","PM",10082018,"Adult","Gray","running","indifferent","POINT (-73.958736593111 40.7908524370626)"
-73.9704402681017,40.7798965621203,"17C-PM-1013-05","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.9704402681017 40.77989656212031)"
-73.9756976076707,40.7753897331918,"10A-PM-1014-01","PM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9756976076707 40.7753897331918)"
-73.9662438996681,40.7890381809441,"28A-PM-1007-05","PM",10072018,"Adult","Cinnamon","running","runs away","POINT (-73.9662438996681 40.7890381809441)"
-73.9742073452913,40.7757957380463,"12B-AM-1007-01","AM",10072018,"Adult","Gray","chasing","indifferent","POINT (-73.9742073452913 40.7757957380463)"
-73.9535410657077,40.7928711760061,"36H-PM-1008-02","PM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9535410657077 40.79287117600611)"
-73.9639159298446,40.7891774637988,"29C-AM-1007-06","AM",10072018,"Adult","Gray","running","runs away","POINT (-73.9639159298446 40.7891774637988)"
-73.9579564338627,40.7959337795027,"38C-PM-1014-09","PM",10142018,"Adult","Black","eating","approaches","POINT (-73.9579564338627 40.7959337795027)"
-73.9574648097543,40.7892508428622,"31H-PM-1008-02","PM",10082018,"Juvenile","Gray","running","indifferent","POINT (-73.9574648097543 40.78925084286221)"
-73.970252675331,40.7705999588222,"8H-AM-1017-06","AM",10172018,"Adult","Gray","chasing","indifferent","POINT (-73.970252675331 40.77059995882221)"
-73.9579645940414,40.7918613498407,"34F-AM-1007-01","AM",10072018,"Adult","Gray","running","runs away","POINT (-73.9579645940414 40.7918613498407)"
-73.9673253417305,40.7749505252981,"13H-PM-1010-02","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9673253417305 40.7749505252981)"
-73.9640032826529,40.7820309825448,"22F-PM-1014-06","PM",10142018,"Adult","Gray","running","indifferent","POINT (-73.9640032826529 40.7820309825448)"
-73.9680635070949,40.779249873647,"17E-AM-1017-05","AM",10172018,"Adult","Black","foraging","indifferent","POINT (-73.9680635070949 40.779249873647)"
-73.9584970643213,40.7982886348696,"40B-AM-1019-03","AM",10192018,"Juvenile","Gray","running","approaches","POINT (-73.9584970643213 40.7982886348696)"
-73.9760298241178,40.7681954366911,"3E-PM-1008-07","PM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9760298241178 40.7681954366911)"
-73.9568802149818,40.7972399133816,"39C-PM-1006-01","PM",10062018,"Adult","Gray","running","indifferent","POINT (-73.9568802149818 40.7972399133816)"
-73.9724642436394,40.7690526441109,"6G-AM-1008-02","AM",10082018,"Juvenile","Gray","foraging","indifferent","POINT (-73.9724642436394 40.7690526441109)"
-73.9690175838534,40.7760432720017,"14F-AM-1007-05","AM",10072018,"Juvenile","Gray","eating","indifferent","POINT (-73.9690175838534 40.7760432720017)"
-73.9684910712272,40.7768811640021,"15F-PM-1010-05","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9684910712272 40.7768811640021)"
-73.9768674812942,40.7735232648872,"8B-PM-1012-02","PM",10122018,"Adult","Gray","foraging","runs away","POINT (-73.9768674812942 40.7735232648872)"
-73.9797084866613,40.7698885241349,"3A-PM-1017-06","PM",10172018,"Adult","Gray","foraging","runs away","POINT (-73.9797084866613 40.7698885241349)"
-73.952819267977,40.7923130402793,"36I-AM-1017-02","AM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.952819267977 40.7923130402793)"
-73.9745630038492,40.7692602628745,"5E-AM-1008-06","AM",10082018,"Adult","Cinnamon","running","approaches","POINT (-73.9745630038492 40.7692602628745)"
-73.9595002339508,40.7903365788694,"32E-PM-1017-13","PM",10172018,"Adult","Gray","eating","indifferent","POINT (-73.9595002339508 40.7903365788694)"
-73.9749243901189,40.7761393551781,"11B-PM-1014-05","PM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9749243901189 40.7761393551781)"
-73.968381325559,40.7780143443779,"16E-PM-1018-06","PM",10182018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.968381325559 40.7780143443779)"
-73.9694240327509,40.7755898126674,"13F-AM-1007-02","AM",10072018,"Adult","Cinnamon","eating","indifferent","POINT (-73.96942403275091 40.7755898126674)"
-73.9689000978955,40.7828364735236,"20B-PM-1013-10","PM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9689000978955 40.7828364735236)"
-73.9576245992455,40.7873862510001,"29H-PM-1006-01","PM",10062018,"Adult","Gray","climbing","indifferent","POINT (-73.9576245992455 40.7873862510001)"
-73.96148483609,40.7922645521905,"33C-PM-1007-03","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.96148483609 40.7922645521905)"
-73.9546654184146,40.7947639241491,"38G-PM-1020-09","PM",10202018,"Adult","Gray","eating","indifferent","POINT (-73.9546654184146 40.7947639241491)"
-73.9667114027214,40.7768804702473,"16G-PM-1017-01","PM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.9667114027214 40.7768804702473)"
-73.9530035564643,40.7921822457613,"36I-PM-1007-07","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9530035564643 40.7921822457613)"
-73.9615696577673,40.7951278622399,"35A-AM-1014-03","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9615696577673 40.7951278622399)"
-73.9610705592868,40.7914829661051,"32D-AM-1013-06","AM",10132018,"Adult","Cinnamon","running","approaches","POINT (-73.9610705592868 40.7914829661051)"
-73.9688454483585,40.7845301288163,"22A-AM-1008-05","AM",10082018,"Adult","Gray","eating","runs away","POINT (-73.9688454483585 40.7845301288163)"
-73.9578237168359,40.7980959471034,"40B-PM-1014-06","PM",10142018,"Adult","Gray","running","indifferent","POINT (-73.9578237168359 40.7980959471034)"
-73.9688271202401,40.7809719445309,"19C-PM-1018-01","PM",10182018,"Adult","Gray","running","indifferent","POINT (-73.9688271202401 40.7809719445309)"
-73.9617088749928,40.7944585082367,"35A-PM-1013-06","PM",10132018,"Adult","Cinnamon","running","runs away","POINT (-73.9617088749928 40.7944585082367)"
-73.9701824825872,40.7766530579293,"14E-AM-1008-09","AM",10082018,"Adult","Gray","running","runs away","POINT (-73.9701824825872 40.7766530579293)"
-73.9541453465817,40.7982162223764,"42E-PM-1012-06","PM",10122018,"Adult","Cinnamon","running","runs away","POINT (-73.9541453465817 40.79821622237641)"
-73.9683608295976,40.7842927405327,"22B-AM-1013-04","AM",10132018,"Adult","Cinnamon","foraging","runs away","POINT (-73.9683608295976 40.7842927405327)"
-73.968052057989,40.777338666528,"15F-PM-1010-06","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.968052057989 40.777338666528)"
-73.9787180870736,40.7715877863274,"5A-AM-1006-05","AM",10062018,"Adult","Gray","foraging","runs away","POINT (-73.9787180870736 40.7715877863274)"
-73.9551539498306,40.7987384656256,"41D-AM-1014-01","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9551539498306 40.7987384656256)"
-73.9641971813967,40.7813537959435,"21G-PM-1007-01","PM",10072018,"Adult","Gray","eating","indifferent","POINT (-73.9641971813967 40.7813537959435)"
-73.9692883970928,40.7768553703082,"14E-AM-1008-02","AM",10082018,"Adult","Gray","running","runs away","POINT (-73.9692883970928 40.7768553703082)"
-73.9639744005647,40.7825111950764,"22F-AM-1007-01","AM",10072018,"Adult","Gray","climbing","indifferent","POINT (-73.9639744005647 40.7825111950764)"
-73.9710541405708,40.7724691605718,"10F-PM-1019-05","PM",10192018,"Adult","Black","climbing","indifferent","POINT (-73.9710541405708 40.7724691605718)"
-73.9575986161364,40.799368134968,"41B-PM-1014-01","PM",10142018,"Adult","Gray","climbing","runs away","POINT (-73.9575986161364 40.799368134968)"
-73.9764036522984,40.7705846185121,"5C-AM-1006-05","AM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9764036522984 40.7705846185121)"
-73.9589249555235,40.7908193284981,"32E-PM-1017-03","PM",10172018,"Adult","Gray","eating","indifferent","POINT (-73.9589249555235 40.7908193284981)"
-73.9521110154872,40.7978449143313,"42G-AM-1018-03","AM",10182018,"Adult","Gray","running","runs away","POINT (-73.9521110154872 40.7978449143313)"
-73.9574809028248,40.7950013620207,"37D-PM-1014-04","PM",10142018,"Adult","Gray","chasing","runs away","POINT (-73.9574809028248 40.7950013620207)"
-73.9711318790279,40.7701941550273,"7G-AM-1010-02","AM",10102018,"Adult","Gray","running","runs away","POINT (-73.9711318790279 40.7701941550273)"
-73.9651754464439,40.7755181941559,"15I-AM-1008-01","AM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.9651754464439 40.7755181941559)"
-73.971905618214,40.776238547063,"13D-PM-1018-10","PM",10182018,"Adult","Gray","foraging","indifferent","POINT (-73.971905618214 40.776238547063)"
-73.9530040923555,40.7922896176936,"36I-PM-1007-10","PM",10072018,"Juvenile","Gray","eating","indifferent","POINT (-73.9530040923555 40.7922896176936)"
-73.9769939796382,40.7729537573035,"7B-AM-1008-10","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9769939796382 40.7729537573035)"
-73.9712527809516,40.7763310392591,"13D-AM-1014-08","AM",10142018,"Adult","Gray","foraging","runs away","POINT (-73.9712527809516 40.7763310392591)"
-73.9671147090087,40.7772624641112,"16G-AM-1010-03","AM",10102018,"Adult","Gray","foraging","runs away","POINT (-73.9671147090087 40.7772624641112)"
-73.9588660250232,40.7982597947515,"40A-AM-1010-03","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9588660250232 40.7982597947515)"
-73.9664100504436,40.7828778892276,"21D-AM-1008-02","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9664100504436 40.7828778892276)"
-73.9705092958892,40.7761092972965,"13E-PM-1008-07","PM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9705092958892 40.7761092972965)"
-73.9581655949437,40.7997708190022,"41A-PM-1007-06","PM",10072018,"Adult","Black","running","runs away","POINT (-73.9581655949437 40.7997708190022)"
-73.9696433533986,40.7828208083804,"20B-AM-1007-01","AM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9696433533986 40.7828208083804)"
-73.9575943815564,40.7933755266787,"35E-PM-1006-07","PM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9575943815564 40.7933755266787)"
-73.9694168118643,40.7728877377977,"11G-PM-1013-01","PM",10132018,"Adult","Gray","climbing","runs away","POINT (-73.9694168118643 40.7728877377977)"
-73.9528682507794,40.7925807808307,"36I-PM-1007-13","PM",10072018,"Adult","Gray","eating","approaches","POINT (-73.9528682507794 40.7925807808307)"
-73.969847380865,40.7769884612305,"14E-AM-1008-05","AM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.969847380865 40.7769884612305)"
-73.9590992841423,40.793758098573,"35D-PM-1013-09","PM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9590992841423 40.793758098573)"
-73.9724063986771,40.7705711897977,"7F-PM-1012-01","PM",10122018,"Adult","Gray","running","indifferent","POINT (-73.9724063986771 40.7705711897977)"
-73.9661361310677,40.7787872561177,"18G-PM-1013-01","PM",10132018,"Adult","Gray","eating","runs away","POINT (-73.9661361310677 40.7787872561177)"
-73.95621174551,40.7951044378207,"38E-AM-1010-09","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.95621174551 40.7951044378207)"
-73.9564023626619,40.7905423546155,"33G-AM-1013-02","AM",10132018,"Adult","Gray","climbing","indifferent","POINT (-73.9564023626619 40.7905423546155)"
-73.9576349321357,40.7904409912437,"32G-PM-1013-03","PM",10132018,"Juvenile","Gray","foraging","indifferent","POINT (-73.9576349321357 40.7904409912437)"
-73.9763430829342,40.7686351097159,"4D-PM-1008-11","PM",10082018,"Adult","Cinnamon","chasing","runs away","POINT (-73.9763430829342 40.7686351097159)"
-73.9755133710665,40.7697883435981,"5E-AM-1008-08","AM",10082018,"Adult","Gray","running","indifferent","POINT (-73.9755133710665 40.7697883435981)"
-73.9702348982803,40.7773295419104,"15D-PM-1017-01","PM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.9702348982803 40.7773295419104)"
-73.9686056085297,40.7781658424866,"16E-AM-1014-03","AM",10142018,"Adult","Gray","eating","approaches","POINT (-73.9686056085297 40.7781658424866)"
-73.9522142360388,40.7949598486683,"39H-PM-1013-02","PM",10132018,"Juvenile","Gray","foraging","indifferent","POINT (-73.9522142360388 40.7949598486683)"
-73.9710991123992,40.7723889726647,"9F-PM-1014-02","PM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.9710991123992 40.7723889726647)"
-73.9638270331336,40.7810450065235,"21G-PM-1007-02","PM",10072018,"Adult","Gray","eating","runs away","POINT (-73.9638270331336 40.7810450065235)"
-73.9756015005821,40.7670090327736,"2F-AM-1006-01","AM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.97560150058212 40.7670090327736)"
-73.9649632550828,40.7809187761995,"20F-PM-1007-01","PM",10072018,"Adult","Gray","eating","indifferent","POINT (-73.9649632550828 40.7809187761995)"
-73.957219204335,40.7931529059779,"35E-PM-1006-01","PM",10062018,"Adult","Gray","foraging","approaches","POINT (-73.957219204335 40.7931529059779)"
-73.9758676144255,40.7701671581939,"5D-PM-1018-03","PM",10182018,"Adult","Gray","foraging","indifferent","POINT (-73.9758676144255 40.7701671581939)"
-73.969058856545,40.7766356226979,"14F-PM-1012-06","PM",10122018,"Adult","Cinnamon","eating","indifferent","POINT (-73.969058856545 40.7766356226979)"
-73.963846339804,40.7834051716226,"23F-AM-1018-01","AM",10182018,"Adult","Cinnamon","climbing","indifferent","POINT (-73.963846339804 40.7834051716226)"
-73.9745691353018,40.7771035589298,"13A-PM-1014-03","PM",10142018,"Adult","Gray","climbing","runs away","POINT (-73.9745691353018 40.7771035589298)"
-73.9748706415584,40.7744174965072,"10B-AM-1006-02","AM",10062018,"Juvenile","Gray","climbing","indifferent","POINT (-73.9748706415584 40.7744174965072)"
-73.9597205966324,40.7969409510133,"38B-AM-1019-01","AM",10192018,"Adult","Gray","running","runs away","POINT (-73.9597205966324 40.7969409510133)"
-73.9707274055755,40.7723889080377,"10G-PM-1017-10","PM",10172018,"Adult","Gray","chasing","indifferent","POINT (-73.9707274055755 40.7723889080377)"
-73.9720065066618,40.7764043782924,"13C-AM-1010-04","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9720065066618 40.7764043782924)"
-73.9618064639153,40.792158440043,"32C-PM-1013-12","PM",10132018,"Adult","Gray","running","approaches","POINT (-73.9618064639153 40.792158440043)"
-73.9613780522542,40.790786197111,"31D-PM-1006-04","PM",10062018,"Adult","Gray","eating","indifferent","POINT (-73.9613780522542 40.790786197111)"
-73.9708775864433,40.772473633538,"10F-PM-1019-12","PM",10192018,"Adult","Black","running","runs away","POINT (-73.9708775864433 40.772473633538)"
-73.9768434635084,40.7728494038744,"7B-AM-1008-11","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9768434635084 40.7728494038744)"
-73.9553811810434,40.7970895007931,"40E-AM-1014-02","AM",10142018,"Adult","Gray","running","indifferent","POINT (-73.9553811810434 40.7970895007931)"
-73.9788138172962,40.7693001754769,"3B-AM-1010-09","AM",10102018,"Juvenile","Gray","foraging","runs away","POINT (-73.9788138172962 40.7693001754769)"
-73.9700162034073,40.7815277479588,"19B-AM-1019-02","AM",10192018,"Juvenile","Gray","running","indifferent","POINT (-73.9700162034073 40.7815277479588)"
-73.9695507965155,40.7743070423435,"12F-PM-1007-04","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.96955079651552 40.7743070423435)"
-73.9787105069657,40.7693708133873,"3B-AM-1010-08","AM",10102018,"Juvenile","Gray","climbing","indifferent","POINT (-73.9787105069657 40.7693708133873)"
-73.9651654887991,40.7777806006951,"17H-PM-1007-02","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9651654887991 40.7777806006951)"
-73.9537691298752,40.7941272599797,"38G-PM-1020-01","PM",10202018,"Adult","Gray","running","runs away","POINT (-73.9537691298752 40.7941272599797)"
-73.9764839973068,40.7691725326976,"4D-PM-1008-06","PM",10082018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9764839973068 40.7691725326976)"
-73.9737773613311,40.7673662611015,"3G-PM-1013-01","PM",10132018,"Adult","Gray","foraging","runs away","POINT (-73.9737773613311 40.7673662611015)"
-73.9771614686616,40.7709677983247,"5C-AM-1006-02","AM",10062018,"Adult","Cinnamon","running","indifferent","POINT (-73.9771614686616 40.7709677983247)"
-73.9510747586301,40.7973106833951,"42H-AM-1019-02","AM",10192018,"Adult","Gray","foraging","indifferent","POINT (-73.9510747586301 40.7973106833951)"
-73.9598015842806,40.7973522744237,"38A-PM-1013-03","PM",10132018,"Adult","Gray","climbing","indifferent","POINT (-73.9598015842806 40.7973522744237)"
-73.9638774579549,40.7913532129148,"31A-AM-1010-05","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9638774579549 40.7913532129148)"
-73.9679538163341,40.7837103696906,"22C-AM-1013-03","AM",10132018,"Juvenile","Cinnamon","eating","runs away","POINT (-73.9679538163341 40.7837103696906)"
-73.9564724104048,40.7936055508162,"36F-PM-1012-04","PM",10122018,"Adult","Gray","foraging","runs away","POINT (-73.9564724104048 40.7936055508162)"
-73.9613643418025,40.7892431934209,"30D-AM-1017-02","AM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.9613643418025 40.7892431934209)"
-73.9770824412252,40.7709961309457,"5C-AM-1006-03","AM",10062018,"Adult","Gray","climbing","indifferent","POINT (-73.97708244122522 40.7709961309457)"
-73.9677646187171,40.7746492806333,"13H-PM-1010-05","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9677646187171 40.7746492806333)"
-73.9710760196868,40.7725506006789,"10F-PM-1019-02","PM",10192018,"Juvenile","Gray","running","runs away","POINT (-73.9710760196868 40.7725506006789)"
-73.9702755805141,40.7783547795222,"16D-PM-1010-13","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9702755805141 40.7783547795222)"
-73.9772576561244,40.7679895093963,"3D-AM-1006-08","AM",10062018,"Adult","Cinnamon","eating","approaches","POINT (-73.9772576561244 40.7679895093963)"
-73.9519639918804,40.7949911702392,"39H-AM-1007-01","AM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9519639918804 40.7949911702392)"
-73.9754270368984,40.7702411502308,"6D-PM-1020-01","PM",10202018,"Adult","Gray","foraging","indifferent","POINT (-73.9754270368984 40.7702411502308)"
-73.9712327308512,40.7748702909218,"12E-PM-1018-06","PM",10182018,"Juvenile","Cinnamon","foraging","indifferent","POINT (-73.9712327308512 40.7748702909218)"
-73.9761209945419,40.7682404528903,"3E-PM-1008-03","PM",10082018,"Adult","Gray","foraging","runs away","POINT (-73.9761209945419 40.7682404528903)"
-73.9665709146738,40.7839384318554,"22D-PM-1012-04","PM",10122018,"Adult","Gray","foraging","indifferent","POINT (-73.9665709146738 40.7839384318554)"
-73.9520592496349,40.7975076299811,"42G-PM-1014-03","PM",10142018,"Adult","Cinnamon","running","runs away","POINT (-73.9520592496349 40.7975076299811)"
-73.963842266151,40.7887340867773,"28C-PM-1006-02","PM",10062018,"Adult","Gray","running","runs away","POINT (-73.963842266151 40.7887340867773)"
-73.9728660779622,40.7753294525644,"12C-AM-1013-03","AM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9728660779622 40.7753294525644)"
-73.9731498064872,40.7659963196581,"2H-AM-1006-02","AM",10062018,"Adult","Gray","chasing","approaches","POINT (-73.9731498064872 40.7659963196581)"
-73.9527808174534,40.7924167234441,"36I-AM-1017-05","AM",10172018,"Adult","Gray","eating","runs away","POINT (-73.9527808174534 40.7924167234441)"
-73.9624184586031,40.7921524868211,"32B-AM-1017-03","AM",10172018,"Adult","Gray","foraging","approaches","POINT (-73.9624184586031 40.7921524868211)"
-73.9741401377844,40.7758134257881,"12B-AM-1007-02","AM",10072018,"Adult","Gray","chasing","indifferent","POINT (-73.9741401377844 40.7758134257881)"
-73.9753574279936,40.7683211694257,"4E-PM-1008-08","PM",10082018,"Adult","Gray","climbing","runs away","POINT (-73.9753574279936 40.7683211694257)"
-73.9737266070919,40.7786338379896,"14A-PM-1014-01","PM",10142018,"Adult","Gray","climbing","runs away","POINT (-73.9737266070919 40.7786338379896)"
-73.967895656898,40.7767409597341,"15F-PM-1010-07","PM",10102018,"Adult","Gray","running","runs away","POINT (-73.967895656898 40.7767409597341)"
-73.9760942252437,40.7742035674209,"9B-PM-1013-07","PM",10132018,"Juvenile","Gray","foraging","indifferent","POINT (-73.97609422524371 40.7742035674209)"
-73.9758464905133,40.7725957408841,"8C-PM-1013-05","PM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9758464905133 40.7725957408841)"
-73.9590236602085,40.7982632456866,"40A-AM-1010-04","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9590236602085 40.7982632456866)"
-73.9754778808471,40.7685619029765,"4E-AM-1020-01","AM",10202018,"Adult","Gray","climbing","indifferent","POINT (-73.9754778808471 40.7685619029765)"
-73.9597648775789,40.7903443029725,"32E-AM-1007-01","AM",10072018,"Adult","Gray","eating","runs away","POINT (-73.9597648775789 40.7903443029725)"
-73.9589414339242,40.7907073888277,"32E-PM-1017-04","PM",10172018,"Adult","Gray","eating","runs away","POINT (-73.9589414339242 40.7907073888277)"
-73.9779805668091,40.7680931566797,"2D-PM-1012-02","PM",10122018,"Adult","Gray","eating","approaches","POINT (-73.9779805668091 40.7680931566797)"
-73.9733117663541,40.7694584620114,"6F-PM-1008-05","PM",10082018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.97331176635412 40.7694584620114)"
-73.9786339295735,40.7684918638639,"3C-PM-1008-02","PM",10082018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9786339295735 40.7684918638639)"
-73.9726747666002,40.7703022669308,"7F-AM-1008-02","AM",10082018,"Adult","Gray","running","runs away","POINT (-73.9726747666002 40.7703022669308)"
-73.9589627056561,40.7847591558491,"26I-PM-1010-02","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9589627056561 40.7847591558491)"
-73.9800669115792,40.7676825134384,"1B-AM-1012-07","AM",10122018,"Adult","Cinnamon","chasing","indifferent","POINT (-73.9800669115792 40.7676825134384)"
-73.9773317054464,40.7684035996758,"3D-AM-1006-03","AM",10062018,"Juvenile","Cinnamon","running","approaches","POINT (-73.9773317054464 40.76840359967581)"
-73.9534333425633,40.7932564163328,"37H-AM-1018-03","AM",10182018,"Adult","Gray","eating","runs away","POINT (-73.9534333425633 40.7932564163328)"
-73.9726958070536,40.7706096126328,"7F-AM-1008-09","AM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.9726958070536 40.7706096126328)"
-73.9552861155228,40.788973931872,"32I-AM-1013-05","AM",10132018,"Adult","Cinnamon","climbing","indifferent","POINT (-73.9552861155228 40.788973931872)"
-73.9712876234172,40.7695885530701,"7H-PM-1006-02","PM",10062018,"Adult","Gray","running","indifferent","POINT (-73.9712876234172 40.7695885530701)"
-73.9771069181511,40.7670538214988,"2E-PM-1014-05","PM",10142018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9771069181511 40.7670538214988)"
-73.9691094942294,40.776760392858,"14E-AM-1008-01","AM",10082018,"Adult","Gray","eating","runs away","POINT (-73.9691094942294 40.776760392858)"
-73.9786481009499,40.7697372811949,"4B-PM-1018-03","PM",10182018,"Adult","Gray","eating","approaches","POINT (-73.9786481009499 40.7697372811949)"
-73.9754742295091,40.7696998327247,"5E-PM-1012-02","PM",10122018,"Adult","Cinnamon","eating","indifferent","POINT (-73.9754742295091 40.7696998327247)"
-73.968107276769,40.7768612676036,"15F-AM-1007-09","AM",10072018,"Adult","Cinnamon","climbing","runs away","POINT (-73.968107276769 40.7768612676036)"
-73.9767191629692,40.7730786298701,"8B-PM-1012-03","PM",10122018,"Adult","Gray","foraging","runs away","POINT (-73.9767191629692 40.7730786298701)"
-73.9661262885099,40.7844085550945,"23D-AM-1013-01","AM",10132018,"Adult","Gray","climbing","approaches","POINT (-73.9661262885099 40.7844085550945)"
-73.9521950056404,40.794937340845,"39H-PM-1013-01","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.9521950056404 40.794937340845)"
-73.9579218587172,40.7960605028848,"38C-AM-1019-04","AM",10192018,"Adult","Gray","foraging","indifferent","POINT (-73.9579218587172 40.79606050288481)"
-73.9639832886071,40.7909532437095,"30B-PM-1019-08","PM",10192018,"Adult","Gray","climbing","runs away","POINT (-73.9639832886071 40.7909532437095)"
-73.974467903723,40.7686520352868,"4F-PM-1013-04","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.974467903723 40.7686520352868)"
-73.9758579666874,40.7679326548845,"3E-PM-1008-05","PM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9758579666874 40.7679326548845)"
-73.9619070229674,40.79525566925,"35A-AM-1014-05","AM",10142018,"Juvenile","Gray","running","runs away","POINT (-73.9619070229674 40.79525566925)"
