"long","lat","unique_squirrel_id","shift","date","age","primary_fur_color","activities","interaction","lat_long"
-73.9714289592392,40.7750670702093,"12E-PM-1018-04","PM",10182018,"Adult","Cinnamon","climbing","runs away","POINT (-73.9714289592392 40.7750670702093)"
-73.9638590768396,40.7776782114981,"18I-AM-1017-02","AM",10172018,"Adult","Gray","climbing","runs away","POINT (-73.9638590768396 40.7776782114981)"
-73.9653142636891,40.7760015129298,"15I-AM-1008-04","AM",10082018,"Adult","Gray","climbing","runs away","POINT (-73.9653142636891 40.7760015129298)"
-73.963100689807,40.7920255189467,"32B-AM-1017-02","AM",10172018,"Adult","Gray","running","runs away","POINT (-73.963100689807 40.79202551894671)"
-73.9597418366664,40.7964417084985,"37B-PM-1013-05","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.9597418366664 40.7964417084985)"
-73.9687847410656,40.778185700305,"16E-AM-1014-09","AM",10142018,"Adult","Gray","climbing","indifferent","POINT (-73.9687847410656 40.778185700305)"
-73.971322876671,40.7714145086361,"8G-PM-1017-01","PM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.971322876671 40.7714145086361)"
-73.9773821135611,40.7690453494383,"4C-PM-1010-06","PM",10102018,"Adult","Gray","eating","runs away","POINT (-73.9773821135611 40.7690453494383)"
-73.970173142921,40.7762349924081,"14E-AM-1008-19","AM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.970173142921 40.7762349924081)"
-73.952526164386,40.7963759240504,"40G-AM-1007-02","AM",10072018,"Juvenile","Cinnamon","running","indifferent","POINT (-73.952526164386 40.7963759240504)"
-73.9632646049622,40.7817401292083,"22G-AM-1018-05","AM",10182018,"Adult","Gray","foraging","indifferent","POINT (-73.9632646049622 40.7817401292083)"
-73.9647284206644,40.7839611840884,"23E-PM-1006-01","PM",10062018,"Adult","Gray","running","runs away","POINT (-73.9647284206644 40.7839611840884)"
-73.9635290751183,40.7820936628202,"22G-AM-1018-02","AM",10182018,"Adult","Gray","running","runs away","POINT (-73.9635290751183 40.7820936628202)"
-73.9696360756453,40.7786545659072,"16D-PM-1010-03","PM",10102018,"Adult","Gray","climbing","indifferent","POINT (-73.9696360756453 40.7786545659072)"
-73.9709104380323,40.7769096957616,"14D-AM-1014-16","AM",10142018,"Adult","Gray","climbing","indifferent","POINT (-73.9709104380323 40.7769096957616)"
-73.9685429060839,40.7724786961619,"11H-AM-1010-05","AM",10102018,"Adult","Gray","chasing","indifferent","POINT (-73.9685429060839 40.7724786961619)"
-73.9652584749758,40.7803011124382,"19F-PM-1017-04","PM",10172018,"Adult","Gray","chasing","runs away","POINT (-73.9652584749758 40.7803011124382)"
-73.9650499507011,40.7908191782173,"30A-AM-1010-01","AM",10102018,"Adult","Cinnamon","running","runs away","POINT (-73.9650499507011 40.7908191782173)"
-73.9772396728545,40.7668696411765,"2E-AM-1010-02","AM",10102018,"Adult","Gray","running","indifferent","POINT (-73.9772396728545 40.7668696411765)"
-73.9561141662309,40.7976258458604,"40D-PM-1013-05","PM",10132018,"Adult","Gray","running","runs away","POINT (-73.9561141662309 40.7976258458604)"
-73.9553113771098,40.7978431980204,"41D-AM-1014-05","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9553113771098 40.7978431980204)"
-73.9746802194012,40.7731347452245,"9C-PM-1006-01","PM",10062018,"Adult","Gray","eating","runs away","POINT (-73.9746802194012 40.7731347452245)"
-73.9617612388703,40.7952875954297,"35A-AM-1014-04","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9617612388703 40.7952875954297)"
-73.9713487591577,40.7784353043714,"15C-PM-1017-03","PM",10172018,"Adult","Black","running","indifferent","POINT (-73.9713487591577 40.7784353043714)"
-73.9701310753277,40.7768001008083,"14E-AM-1008-06","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9701310753277 40.7768001008083)"
-73.9718474480919,40.7794963354254,"16B-AM-1014-01","AM",10142018,"Adult","Gray","foraging","runs away","POINT (-73.9718474480919 40.7794963354254)"
-73.9756810453606,40.7756257458036,"11A-PM-1013-01","PM",10132018,"Adult","Cinnamon","eating","indifferent","POINT (-73.9756810453606 40.7756257458036)"
-73.9547423290276,40.7899702628835,"33I-PM-1006-09","PM",10062018,"Adult","Black","foraging","indifferent","POINT (-73.9547423290276 40.7899702628835)"
-73.9559677963727,40.7951124076946,"38E-AM-1010-07","AM",10102018,"Adult","Gray","running","runs away","POINT (-73.9559677963727 40.7951124076946)"
-73.9584696083284,40.7980121226635,"39B-PM-1014-03","PM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.9584696083284 40.7980121226635)"
-73.9714465493257,40.7772135587308,"14C-PM-1006-02","PM",10062018,"Adult","Gray","foraging","runs away","POINT (-73.9714465493257 40.7772135587308)"
-73.9625416200877,40.7811302397912,"21H-AM-1017-02","AM",10172018,"Adult","Cinnamon","climbing","runs away","POINT (-73.9625416200877 40.78113023979121)"
-73.973351945818,40.768814796037,"5G-PM-1010-03","PM",10102018,"Adult","Gray","foraging","runs away","POINT (-73.973351945818 40.768814796037)"
-73.9685227310735,40.776599466588,"15F-AM-1007-02","AM",10072018,"Adult","Gray","running","runs away","POINT (-73.9685227310735 40.776599466588)"
-73.9721670042434,40.776085913838,"13D-PM-1018-09","PM",10182018,"Adult","Gray","running","indifferent","POINT (-73.9721670042434 40.776085913838)"
-73.9792153893146,40.7688272492961,"3B-AM-1010-01","AM",10102018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9792153893146 40.7688272492961)"
-73.9579335275486,40.7953080673706,"37D-PM-1014-05","PM",10142018,"Adult","Gray","foraging","runs away","POINT (-73.9579335275486 40.7953080673706)"
-73.9704166194815,40.7766720346576,"14E-AM-1008-07","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9704166194815 40.7766720346576)"
-73.9573057686241,40.7985734105729,"40B-PM-1014-01","PM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9573057686241 40.7985734105729)"
-73.972467515471,40.7659131865172,"3I-PM-1013-05","PM",10132018,"Adult","Gray","running","indifferent","POINT (-73.972467515471 40.7659131865172)"
-73.9570086212285,40.7946679755816,"37E-PM-1006-08","PM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.95700862122851 40.7946679755816)"
-73.9615402629655,40.7924082330328,"33C-AM-1012-02","AM",10122018,"Adult","Gray","chasing","indifferent","POINT (-73.9615402629655 40.7924082330328)"
-73.9756972647636,40.773624164826,"9B-PM-1013-04","PM",10132018,"Juvenile","Gray","climbing","indifferent","POINT (-73.9756972647636 40.773624164826)"
-73.9799441493404,40.7671499997527,"1C-AM-1012-01","AM",10122018,"Adult","Gray","running","runs away","POINT (-73.9799441493404 40.7671499997527)"
-73.9709040623777,40.7701163892686,"7H-PM-1006-03","PM",10062018,"Adult","Gray","running","indifferent","POINT (-73.9709040623777 40.7701163892686)"
-73.9745227769788,40.7673618284782,"3F-AM-1006-09","AM",10062018,"Juvenile","Gray","foraging","indifferent","POINT (-73.9745227769788 40.76736182847821)"
-73.9659549963516,40.7833659689194,"22D-PM-1012-05","PM",10122018,"Adult","Gray","eating","indifferent","POINT (-73.9659549963516 40.7833659689194)"
-73.9763622269272,40.7704671295941,"5C-PM-1010-10","PM",10102018,"Adult","Gray","eating","approaches","POINT (-73.9763622269272 40.7704671295941)"
-73.9674688433583,40.7789728381912,"17E-AM-1017-06","AM",10172018,"Adult","Gray","running","indifferent","POINT (-73.9674688433583 40.7789728381912)"
-73.9706360005275,40.7717074044466,"9G-PM-1007-05","PM",10072018,"Adult","Gray","eating","runs away","POINT (-73.9706360005275 40.7717074044466)"
-73.9783366903829,40.7668300056094,"1D-PM-1007-03","PM",10072018,"Adult","Gray","chasing","indifferent","POINT (-73.9783366903829 40.7668300056094)"
-73.9622047677701,40.7945126358465,"35A-AM-1014-06","AM",10142018,"Adult","Gray","chasing","indifferent","POINT (-73.9622047677701 40.7945126358465)"
-73.9786714207307,40.7696870806229,"4B-PM-1018-01","PM",10182018,"Adult","Gray","eating","approaches","POINT (-73.9786714207307 40.7696870806229)"
-73.9556218199258,40.7980460204041,"41D-PM-1014-01","PM",10142018,"Adult","Gray","eating","runs away","POINT (-73.9556218199258 40.7980460204041)"
-73.9612398509782,40.7950033150385,"35A-PM-1013-12","PM",10132018,"Adult","Gray","running","runs away","POINT (-73.9612398509782 40.7950033150385)"
-73.9720553753548,40.7664488175384,"3I-AM-1010-04","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9720553753548 40.7664488175384)"
-73.9700148248402,40.7787780193358,"16D-PM-1010-04","PM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9700148248402 40.7787780193358)"
-73.9771843912229,40.7723666382125,"7B-AM-1008-01","AM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9771843912229 40.77236663821251)"
-73.9712256765283,40.7760942872488,"13D-PM-1018-13","PM",10182018,"Adult","Gray","foraging","indifferent","POINT (-73.9712256765283 40.7760942872488)"
-73.9593352806175,40.7918150568046,"33E-AM-1014-02","AM",10142018,"Juvenile","Black","climbing","runs away","POINT (-73.9593352806175 40.7918150568046)"
-73.9742804552383,40.7707167671865,"7E-PM-1013-05","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.9742804552383 40.7707167671865)"
-73.9769319450348,40.7743883576247,"9A-AM-1013-11","AM",10132018,"Juvenile","Gray","running","indifferent","POINT (-73.9769319450348 40.7743883576247)"
-73.9718270820347,40.7748300991287,"11D-AM-1010-06","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.97182708203471 40.7748300991287)"
-73.9698196671161,40.7802972001469,"18C-PM-1018-03","PM",10182018,"Juvenile","Gray","running","runs away","POINT (-73.9698196671161 40.7802972001469)"
-73.9530263552489,40.7920949788358,"36I-PM-1007-05","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9530263552489 40.7920949788358)"
-73.9522291603405,40.7976985385835,"42G-PM-1014-01","PM",10142018,"Adult","Gray","climbing","runs away","POINT (-73.9522291603405 40.7976985385835)"
-73.9685751595485,40.7709413567859,"9I-PM-1010-07","PM",10102018,"Adult","Gray","running","runs away","POINT (-73.9685751595485 40.7709413567859)"
-73.9721592378418,40.776034583573,"12C-AM-1013-02","AM",10132018,"Adult","Gray","chasing","indifferent","POINT (-73.9721592378418 40.776034583573)"
-73.9573930079918,40.7934570294469,"35E-AM-1020-03","AM",10202018,"Adult","Gray","foraging","indifferent","POINT (-73.9573930079918 40.7934570294469)"
-73.9589675995517,40.7913119223584,"33E-AM-1014-09","AM",10142018,"Juvenile","Black","chasing","indifferent","POINT (-73.9589675995517 40.7913119223584)"
-73.9698762023146,40.7782055688113,"16D-PM-1010-09","PM",10102018,"Adult","Gray","chasing","indifferent","POINT (-73.9698762023146 40.77820556881131)"
-73.9671549566066,40.7751342870705,"14H-AM-1007-01","AM",10072018,"Adult","Gray","running","indifferent","POINT (-73.9671549566066 40.7751342870705)"
-73.9679399097382,40.7742813149957,"13H-PM-1010-09","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.96793990973822 40.7742813149957)"
-73.9629420113622,40.789133072717,"29C-AM-1007-03","AM",10072018,"Adult","Gray","running","runs away","POINT (-73.9629420113622 40.789133072717)"
-73.9642411990432,40.7779692777193,"18H-PM-1014-03","PM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9642411990432 40.7779692777193)"
-73.9653279069888,40.7758743113817,"15I-AM-1008-02","AM",10082018,"Adult","Gray","eating","runs away","POINT (-73.9653279069888 40.7758743113817)"
-73.957976896139,40.797027128241,"39C-AM-1017-04","AM",10172018,"Adult","Gray","eating","runs away","POINT (-73.957976896139 40.797027128241005)"
-73.9769887473852,40.7707561532949,"5C-PM-1010-04","PM",10102018,"Adult","Gray","running","indifferent","POINT (-73.97698874738522 40.7707561532949)"
-73.9655905300923,40.7752614638023,"14I-PM-1018-06","PM",10182018,"Adult","Cinnamon","running","indifferent","POINT (-73.9655905300923 40.7752614638023)"
-73.9588886083793,40.7909991733435,"32E-PM-1017-01","PM",10172018,"Adult","Gray","foraging","runs away","POINT (-73.9588886083793 40.7909991733435)"
-73.9662939630722,40.7878502338031,"26B-AM-1010-01","AM",10102018,"Adult","Gray","running","runs away","POINT (-73.9662939630722 40.7878502338031)"
-73.9613051957306,40.7909351393505,"31D-AM-1014-02","AM",10142018,"Juvenile","Gray","foraging","runs away","POINT (-73.9613051957306 40.7909351393505)"
-73.9705053821577,40.7787503220242,"16C-AM-1014-04","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9705053821577 40.7787503220242)"
-73.9763791121438,40.770281512254,"5D-PM-1018-04","PM",10182018,"Adult","Gray","chasing","runs away","POINT (-73.9763791121438 40.770281512254)"
-73.9600165785486,40.7952466761832,"36B-PM-1013-03","PM",10132018,"Adult","Gray","running","runs away","POINT (-73.9600165785486 40.7952466761832)"
-73.9573724133264,40.7980080911115,"40C-AM-1017-02","AM",10172018,"Adult","Gray","chasing","runs away","POINT (-73.9573724133264 40.7980080911115)"
-73.9767314435027,40.7661199889431,"1F-AM-1010-01","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9767314435027 40.7661199889431)"
-73.9596375907038,40.7907347708353,"32E-AM-1007-05","AM",10072018,"Adult","Black","climbing","indifferent","POINT (-73.9596375907038 40.79073477083531)"
-73.9757536187319,40.7755119810678,"11A-PM-1013-03","PM",10132018,"Adult","Cinnamon","eating","indifferent","POINT (-73.9757536187319 40.7755119810678)"
-73.9675047480308,40.7789234397249,"17E-AM-1017-01","AM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.9675047480308 40.7789234397249)"
-73.9562765288004,40.7880617963868,"31I-PM-1019-02","PM",10192018,"Adult","Gray","foraging","indifferent","POINT (-73.9562765288004 40.7880617963868)"
-73.9785536529136,40.7716184505002,"6A-PM-1012-07","PM",10122018,"Adult","Cinnamon","chasing","indifferent","POINT (-73.9785536529136 40.771618450500206)"
-73.9719036217446,40.7803588122409,"17A-AM-1017-01","AM",10172018,"Adult","Gray","running","runs away","POINT (-73.9719036217446 40.7803588122409)"
-73.9568382279233,40.7975685470963,"40C-AM-1017-07","AM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.9568382279233 40.7975685470963)"
-73.976730206737,40.773709213914,"8A-PM-1014-01","PM",10142018,"Adult","Gray","climbing","runs away","POINT (-73.976730206737 40.773709213914)"
-73.972212563004,40.7761311465857,"13C-PM-1019-05","PM",10192018,"Adult","Gray","eating","approaches","POINT (-73.972212563004 40.7761311465857)"
-73.9539400028236,40.79800412717,"41E-AM-1007-02","AM",10072018,"Adult","Gray","foraging","runs away","POINT (-73.9539400028236 40.79800412717)"
-73.9554891003543,40.7968774599654,"40E-AM-1014-03","AM",10142018,"Adult","Gray","climbing","indifferent","POINT (-73.9554891003543 40.79687745996541)"
-73.9801661903932,40.7697950141751,"3A-PM-1017-03","PM",10172018,"Adult","Cinnamon","foraging","approaches","POINT (-73.9801661903932 40.7697950141751)"
-73.9570056123953,40.7878756067582,"30I-PM-1006-02","PM",10062018,"Adult","Gray","running","runs away","POINT (-73.9570056123953 40.7878756067582)"
-73.9703401385684,40.7795238784266,"17C-PM-1013-01","PM",10132018,"Adult","Gray","foraging","runs away","POINT (-73.9703401385684 40.7795238784266)"
-73.9728783802067,40.7731671049246,"9E-PM-1014-02","PM",10142018,"Juvenile","Gray","foraging","indifferent","POINT (-73.9728783802067 40.7731671049246)"
-73.9704575848926,40.7693499326095,"7H-PM-1006-09","PM",10062018,"Adult","Black","eating","approaches","POINT (-73.9704575848926 40.7693499326095)"
-73.9638298997554,40.7825966332367,"22F-AM-1007-03","AM",10072018,"Adult","Cinnamon","eating","indifferent","POINT (-73.9638298997554 40.7825966332367)"
-73.9700759073973,40.7680560871695,"5I-AM-1010-01","AM",10102018,"Adult","Gray","running","indifferent","POINT (-73.9700759073973 40.7680560871695)"
-73.9721854790038,40.7761086352438,"12C-AM-1013-01","AM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9721854790038 40.7761086352438)"
-73.9766440589836,40.7682390282581,"3E-AM-1006-02","AM",10062018,"Adult","Gray","foraging","runs away","POINT (-73.9766440589836 40.7682390282581)"
-73.9725174868556,40.7664248283566,"3H-PM-1014-07","PM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9725174868556 40.7664248283566)"
-73.9624538733037,40.7883829851518,"28D-AM-1012-04","AM",10122018,"Adult","Cinnamon","climbing","runs away","POINT (-73.9624538733037 40.7883829851518)"
-73.9706903740547,40.7726873760687,"10G-AM-1006-07","AM",10062018,"Adult","Gray","eating","indifferent","POINT (-73.9706903740547 40.77268737606871)"
-73.9802079259866,40.7678723471007,"1B-AM-1012-10","AM",10122018,"Juvenile","Gray","eating","approaches","POINT (-73.9802079259866 40.7678723471007)"
-73.9602398690946,40.7910157676119,"32D-PM-1006-04","PM",10062018,"Adult","Gray","eating","indifferent","POINT (-73.9602398690946 40.7910157676119)"
-73.9709244006956,40.7676942639697,"5I-AM-1010-02","AM",10102018,"Adult","Gray","running","runs away","POINT (-73.9709244006956 40.7676942639697)"
-73.9588708103486,40.7905794078843,"32F-PM-1008-05","PM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9588708103486 40.7905794078843)"
-73.9759830650957,40.7683034739069,"3E-AM-1006-01","AM",10062018,"Adult","Gray","foraging","runs away","POINT (-73.9759830650957 40.7683034739069)"
-73.9710207438538,40.7682187144432,"5I-AM-1010-05","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9710207438538 40.7682187144432)"
-73.9799155966086,40.7698034314993,"3A-PM-1017-08","PM",10172018,"Adult","Cinnamon","eating","approaches","POINT (-73.9799155966086 40.7698034314993)"
-73.955018489069,40.7971235333699,"40E-PM-1017-02","PM",10172018,"Adult","Gray","eating","indifferent","POINT (-73.955018489069 40.7971235333699)"
-73.9552880892701,40.7889040503316,"32I-AM-1013-04","AM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9552880892701 40.7889040503316)"
-73.9651828383592,40.7802820943863,"19F-PM-1017-06","PM",10172018,"Adult","Gray","running","approaches","POINT (-73.9651828383592 40.7802820943863)"
-73.9707683621584,40.7759815566123,"13E-AM-1017-11","AM",10172018,"Adult","Gray","running","runs away","POINT (-73.9707683621584 40.77598155661231)"
-73.9691057326088,40.7765973509721,"14F-PM-1012-07","PM",10122018,"Adult","Cinnamon","running","indifferent","POINT (-73.9691057326088 40.7765973509721)"
-73.9658181813014,40.7798160637561,"19F-AM-1007-01","AM",10072018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9658181813014 40.7798160637561)"
-73.9636971843665,40.7825638537362,"22F-AM-1007-04","AM",10072018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9636971843665 40.7825638537362)"
-73.9580785600617,40.7957981310897,"37C-PM-1013-01","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.9580785600617 40.7957981310897)"
-73.970595381455,40.7762912142457,"13E-PM-1008-05","PM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.970595381455 40.7762912142457)"
-73.9594529310985,40.7840492606552,"26I-PM-1010-04","PM",10102018,"Adult","Gray","eating","approaches","POINT (-73.95945293109851 40.7840492606552)"
-73.969353372175,40.7838247422369,"21A-AM-1019-06","AM",10192018,"Juvenile","Gray","foraging","indifferent","POINT (-73.969353372175 40.7838247422369)"
-73.9698032734704,40.7782343912417,"16D-AM-1007-02","AM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9698032734704 40.7782343912417)"
-73.9685080639873,40.7745309794155,"13G-PM-1008-03","PM",10082018,"Juvenile","Cinnamon","climbing","indifferent","POINT (-73.9685080639873 40.77453097941551)"
-73.9656098194149,40.7757643078973,"15I-AM-1008-05","AM",10082018,"Adult","Gray","climbing","runs away","POINT (-73.9656098194149 40.7757643078973)"
-73.970465600402,40.7701125773248,"7H-PM-1006-05","PM",10062018,"Adult","Gray","running","runs away","POINT (-73.970465600402 40.7701125773248)"
-73.9691261755936,40.7702929428604,"8I-AM-1006-12","AM",10062018,"Adult","Gray","climbing","indifferent","POINT (-73.9691261755936 40.7702929428604)"
-73.963858549251,40.7808999610914,"21G-AM-1014-03","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.963858549251 40.7808999610914)"
-73.9576304473722,40.7959810622342,"38D-AM-1017-05","AM",10172018,"Adult","Gray","running","runs away","POINT (-73.9576304473722 40.7959810622342)"
-73.9570132570934,40.7932014159087,"35F-PM-1012-01","PM",10122018,"Juvenile","Gray","running","indifferent","POINT (-73.9570132570934 40.7932014159087)"
-73.961547503801,40.7931560668672,"33B-AM-1010-06","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.961547503801 40.7931560668672)"
-73.9736169886655,40.7714942196257,"7E-AM-1006-06","AM",10062018,"Adult","Gray","running","approaches","POINT (-73.9736169886655 40.7714942196257)"
-73.956200809768,40.798181446265,"40C-AM-1017-06","AM",10172018,"Adult","Gray","running","runs away","POINT (-73.956200809768 40.798181446265)"
-73.9691585756191,40.776340465695,"14F-AM-1007-03","AM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9691585756191 40.776340465695)"
-73.9772026572674,40.7691598773017,"4D-PM-1008-14","PM",10082018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9772026572674 40.7691598773017)"
-73.9574749571848,40.7981898890735,"40C-PM-1006-08","PM",10062018,"Adult","Gray","running","runs away","POINT (-73.9574749571848 40.7981898890735)"
-73.9661694463488,40.7757530583569,"15H-PM-1008-07","PM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9661694463488 40.7757530583569)"
-73.9626881234742,40.7905208345549,"30C-AM-1014-01","AM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.9626881234742 40.7905208345549)"
-73.9669814346326,40.780390919948,"19E-PM-1018-01","PM",10182018,"Adult","Gray","running","runs away","POINT (-73.9669814346326 40.780390919948)"
-73.9654397484763,40.7798863522904,"19F-PM-1017-03","PM",10172018,"Adult","Cinnamon","eating","approaches","POINT (-73.9654397484763 40.7798863522904)"
-73.9532952763106,40.7920074462622,"36I-AM-1017-08","AM",10172018,"Adult","Gray","chasing","runs away","POINT (-73.95329527631061 40.7920074462622)"
-73.9689627791,40.776062004359,"14F-AM-1007-06","AM",10072018,"Juvenile","Gray","chasing","indifferent","POINT (-73.9689627791 40.776062004359)"
-73.973305698325,40.7783823311296,"14A-PM-1014-06","PM",10142018,"Adult","Gray","climbing","runs away","POINT (-73.973305698325 40.7783823311296)"
-73.9602913105578,40.7910635810038,"32D-PM-1006-03","PM",10062018,"Adult","Gray","eating","indifferent","POINT (-73.9602913105578 40.7910635810038)"
-73.9776044578446,40.7697607308033,"4C-PM-1010-15","PM",10102018,"Juvenile","Gray","chasing","indifferent","POINT (-73.9776044578446 40.7697607308033)"
-73.9607280801601,40.7901506706248,"31D-PM-1006-01","PM",10062018,"Adult","Gray","eating","runs away","POINT (-73.9607280801601 40.7901506706248)"
-73.9733545802515,40.7675056025357,"4G-AM-1006-04","AM",10062018,"Adult","Black","eating","indifferent","POINT (-73.9733545802515 40.7675056025357)"
-73.9695041366722,40.7797878809482,"17D-AM-1008-02","AM",10082018,"Adult","Gray","chasing","runs away","POINT (-73.9695041366722 40.7797878809482)"
-73.9764397550289,40.7737004557104,"8B-AM-1007-01","AM",10072018,"Adult","Gray","climbing","indifferent","POINT (-73.9764397550289 40.7737004557104)"
-73.9714921188372,40.776758371867,"14D-AM-1014-11","AM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.9714921188372 40.776758371867)"
-73.971379936565,40.7721434941226,"9F-PM-1014-05","PM",10142018,"Adult","Gray","foraging","indifferent","POINT (-73.971379936565 40.7721434941226)"
-73.9660110060416,40.7809990098597,"20F-AM-1014-01","AM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.9660110060416 40.7809990098597)"
-73.9711176999471,40.7724278547281,"10F-PM-1019-06","PM",10192018,"Adult","Gray","climbing","indifferent","POINT (-73.9711176999471 40.7724278547281)"
-73.9725712588741,40.7669101832926,"4H-AM-1006-02","AM",10062018,"Adult","Gray","climbing","approaches","POINT (-73.9725712588741 40.7669101832926)"
-73.9790214253443,40.7686791169776,"3B-PM-1007-10","PM",10072018,"Adult","Gray","eating","indifferent","POINT (-73.9790214253443 40.7686791169776)"
-73.9565035705619,40.7937382705056,"36F-AM-1017-04","AM",10172018,"Juvenile","Gray","running","approaches","POINT (-73.9565035705619 40.7937382705056)"
-73.9671640520938,40.7772236833816,"16G-AM-1010-02","AM",10102018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9671640520938 40.7772236833816)"
-73.9591407691,40.7960846903122,"37B-AM-1018-01","AM",10182018,"Adult","Black","running","indifferent","POINT (-73.9591407691 40.7960846903122)"
-73.9771422625274,40.772361415776,"7B-AM-1008-02","AM",10082018,"Adult","Gray","chasing","indifferent","POINT (-73.9771422625274 40.772361415776)"
-73.9756603846107,40.7672531319384,"3F-PM-1013-03","PM",10132018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9756603846107 40.7672531319384)"
-73.9686304581526,40.7773631337117,"15E-PM-1008-01","PM",10082018,"Adult","Gray","running","indifferent","POINT (-73.9686304581526 40.7773631337117)"
-73.9699672074164,40.7774389345748,"15D-AM-1007-07","AM",10072018,"Adult","Gray","chasing","indifferent","POINT (-73.9699672074164 40.7774389345748)"
-73.9729378674198,40.7672407594559,"4H-AM-1006-04","AM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9729378674198 40.7672407594559)"
-73.9563203089105,40.7906275357726,"33G-PM-1006-01","PM",10062018,"Juvenile","Gray","climbing","indifferent","POINT (-73.9563203089105 40.7906275357726)"
-73.9773079154219,40.7696506688861,"4C-AM-1006-02","AM",10062018,"Juvenile","Gray","running","indifferent","POINT (-73.9773079154219 40.7696506688861)"
-73.9783185278595,40.7724861675504,"7A-AM-1006-03","AM",10062018,"Adult","Gray","running","indifferent","POINT (-73.9783185278595 40.7724861675504)"
-73.9703621616472,40.775032271482,"12E-AM-1017-08","AM",10172018,"Adult","Gray","eating","indifferent","POINT (-73.9703621616472 40.775032271482)"
-73.969951118124,40.7762756593015,"14E-AM-1008-17","AM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.96995111812402 40.7762756593015)"
-73.9718234159557,40.7810842503715,"18A-AM-1012-02","AM",10122018,"Adult","Gray","climbing","runs away","POINT (-73.9718234159557 40.7810842503715)"
-73.9679291347956,40.7846973096665,"23B-PM-1012-02","PM",10122018,"Adult","Gray","chasing","runs away","POINT (-73.9679291347956 40.7846973096665)"
-73.9746608786299,40.7776092078254,"13A-AM-1017-01","AM",10172018,"Adult","Gray","climbing","indifferent","POINT (-73.9746608786299 40.7776092078254)"
-73.96797780019,40.7847629473258,"23B-PM-1012-05","PM",10122018,"Adult","Gray","chasing","indifferent","POINT (-73.96797780019 40.7847629473258)"
-73.9729394928432,40.7743256716496,"11D-AM-1010-01","AM",10102018,"Adult","Gray","climbing","runs away","POINT (-73.9729394928432 40.7743256716496)"
-73.976521916284,40.773784724458,"9B-AM-1010-01","AM",10102018,"Adult","Gray","foraging","runs away","POINT (-73.976521916284 40.773784724458)"
-73.9597782762029,40.7920773376757,"33D-AM-1017-07","AM",10172018,"Adult","Black","foraging","indifferent","POINT (-73.9597782762029 40.7920773376757)"
-73.9566189145352,40.7883417969746,"31H-PM-1008-01","PM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.9566189145352 40.7883417969746)"
-73.9673603655908,40.7876974177782,"26A-PM-1006-03","PM",10062018,"Adult","Gray","foraging","runs away","POINT (-73.9673603655908 40.7876974177782)"
